stressScores,stepCount,recoveryLabel,nn_interval,hf_lf,hfnu,lfnu,hf,lf,processedHr,RMSSD,SDNN,win_RR,commonTime,sleepTime,sleepQuality,activityLevel
3,7,0,523.004794072819,0.42034355337973306,0.295944986253162,0.7040550137468371,631.7490725820528,1502.9350813222507,117.85263818161026,20.666813091660455,95.32626908739167,523.004794072819,2021-02-01T02:18:20Z,2021-02-01T02:18:20Z,0,1
3,0,0,505.8367129770999,0.21861629770623803,0.179397155706625,0.820602844293373,186.9538781562266,855.1689883955619,121.23520174509034,17.23407476554638,82.36403297844213,505.8367129770999,2021-02-01T02:19:20Z,2021-02-01T02:18:50Z,0,3
4,14,0,506.96852307049625,0.20953344265988602,0.173234931147584,0.8267650688524151,180.54031149992187,861.6300539335575,120.82077872546341,13.132863200675263,74.96401524526357,-10.0,2021-02-01T02:20:20Z,2021-02-01T02:19:20Z,0,1
3,5,0,500.6446785449281,0.39350220980989503,0.282383628127563,0.7176163718724361,702.6878354235137,1785.7278000115664,122.22627259161231,16.471003337200873,72.68955974826723,500.6446785449281,2021-02-01T02:21:20Z,2021-02-01T02:19:50Z,0,1
4,12,0,477.4388405495299,0.6662045739309751,0.39983360047994504,0.600166399520054,1224.279792796449,1837.6934663965478,128.93463711706028,17.362685763346335,79.73879826774382,-10.0,2021-02-01T02:22:20Z,2021-02-01T02:20:20Z,0,1
2,8,0,485.6436288391832,1.231202461185746,0.551811179220122,0.44818882077987704,867.3103019766903,704.4416570946429,126.7826585830909,17.189372396016104,79.63986099820326,485.6436288391832,2021-02-01T02:23:20Z,2021-02-01T02:20:50Z,0,1
2,5,0,467.5526661394914,1.646462273547718,0.6221370657744351,0.37786293422556405,325.90873802688617,197.94485623082855,131.5465550516297,17.32705219369814,74.19404154070764,467.5526661394914,2021-02-01T02:24:20Z,2021-02-01T02:21:20Z,0,1
3,2,0,430.93613077804565,0.6255779021191441,0.38483415731945203,0.6151658426805471,145.94580810680702,233.29757590927656,143.08657108750157,13.675451115894068,71.72733601982668,430.93613077804565,2021-02-01T02:25:20Z,2021-02-01T02:21:50Z,0,1
4,11,0,425.6519739599712,0.47342708675576206,0.321310155766288,0.678689844233711,125.89866031537385,265.9304121741644,144.37120444785688,7.59570982396016,66.17162218028018,-10.0,2021-02-01T02:26:20Z,2021-02-01T02:22:20Z,0,1
4,21,0,435.3861766742231,0.32070837937150004,0.242830578181172,0.7571694218188281,26.62693028188075,83.02536508108139,140.85737188619086,4.9926616028185204,63.348689467021494,-10.0,2021-02-01T02:27:20Z,2021-02-01T02:22:50Z,0,1
3,3,0,415.174813806999,0.197017395187729,0.16459025238879701,0.835409747611202,8.260978485497043,41.93019848641035,146.9572811401802,6.844559059252521,54.05445365774985,415.174813806999,2021-02-01T02:28:20Z,2021-02-01T02:23:20Z,0,1
3,0,0,399.25573515583744,0.6920463349328331,0.40899963591145005,0.5910003640885491,46.027634223957065,66.50946894823777,153.05256123600967,6.139270349339193,54.610340676354895,399.25573515583744,2021-02-01T02:29:20Z,2021-02-01T02:23:50Z,0,3
3,0,0,410.6091923084177,0.895273559514228,0.47237168218802805,0.5276283178119711,83.00196128236955,92.71128405423481,148.31697077575402,9.293597101009492,49.81648257726289,410.6091923084177,2021-02-01T02:30:20Z,2021-02-01T02:24:20Z,0,3
3,1,0,409.90319517698816,0.655430028912066,0.395927352690834,0.6040726473091651,97.18128495304413,148.27102919643949,149.12716180158588,11.146695473692498,55.220081038186265,409.90319517698816,2021-02-01T02:31:20Z,2021-02-01T02:24:50Z,0,1
3,0,0,407.73144088910504,1.347720974767781,0.5740550045139361,0.425944995486063,257.81993610072254,191.30067790563697,149.93857719316412,12.61127811102047,55.44080867306405,407.73144088910504,2021-02-01T02:32:20Z,2021-02-01T02:25:20Z,0,3
2,2,0,420.1659621411906,1.895950090339035,0.654690181527635,0.345309818472364,361.2205932058966,190.52220575136707,145.7897313802426,11.69890358372388,58.58959463672443,420.1659621411906,2021-02-01T02:33:20Z,2021-02-01T02:25:50Z,0,1
2,0,0,439.2342617149166,1.433241195528121,0.5890255344033181,0.41097446559668105,276.3186200931959,192.7928257681554,138.37734152594157,11.753257660801133,46.767961877527824,439.2342617149166,2021-02-01T02:34:20Z,2021-02-01T02:26:20Z,0,3
3,1,0,439.6160557311446,0.775349469937186,0.43673061730467005,0.563269382695329,84.91433119376309,109.51749435082773,138.3267868410407,11.128209568126831,47.424529497622444,439.6160557311446,2021-02-01T02:35:20Z,2021-02-01T02:26:50Z,0,1
3,0,0,436.09136603278546,0.6410140351885281,0.390620690282447,0.609379309717552,83.3200006685616,129.98155437276256,139.28237916864873,14.622046812363111,47.878245358185055,436.09136603278546,2021-02-01T02:36:20Z,2021-02-01T02:27:20Z,0,3
2,0,0,437.4603425238301,1.577546420982933,0.612034145395272,0.38796585460472705,301.0571344945595,190.83884346615775,138.685865314593,13.368077982749517,45.69035758422141,437.4603425238301,2021-02-01T02:37:20Z,2021-02-01T02:27:50Z,0,3
0,0,2,440.0938894492962,2.414147636360601,0.707101125519581,0.292898874480418,355.4732378271045,147.24585707732064,137.96464555030872,13.36252763490148,47.38561988396169,440.0938894492962,2021-02-01T02:38:20Z,2021-02-01T02:28:20Z,0,3
1,0,2,452.2410527472225,1.940957260782909,0.65997465745769,0.34002534254230904,93.4712277143471,48.15728280211812,134.64574601641561,13.238481376552928,53.415252512902185,452.2410527472225,2021-02-01T02:39:20Z,2021-02-01T02:28:50Z,0,3
3,0,0,456.72097549871796,0.41751366142404706,0.29453942687551105,0.7054605731244881,12.611469207256329,30.206123469688112,133.95275644788032,29.255377966225417,70.05965348909673,456.72097549871796,2021-02-01T02:40:20Z,2021-02-01T02:29:20Z,0,3
3,1,0,529.2250494041026,0.691033786340662,0.40864575972549605,0.591354240274503,272.5077071941537,394.3478778906101,122.16156273206504,29.958460846180074,178.4926674627015,529.2250494041026,2021-02-01T02:41:20Z,2021-02-01T02:29:50Z,0,1
3,5,0,636.3805325746837,0.43414040781434504,0.302718203495837,0.697281796504162,1688.1844475031558,3888.5678852199453,108.30426579201688,29.953939080558776,252.72907390388065,636.3805325746837,2021-02-01T02:42:20Z,2021-02-01T02:30:20Z,0,1
4,13,0,738.6266436566663,0.286036225235458,0.222416927006148,0.7775830729938511,1723.108822352875,6024.093000578698,95.73709997315932,29.949216403786842,274.7421849001102,-10.0,2021-02-01T02:43:20Z,2021-02-01T02:30:50Z,0,1
2,0,0,837.9219633356264,0.156061997225966,0.134994487839273,0.8650055121607261,289.79614244801775,1856.929602332422,83.86618472333261,29.81267508370193,261.0565570726672,837.9219633356264,2021-02-01T02:44:20Z,2021-02-01T02:31:20Z,4,3
2,0,0,952.917111683069,0.05058604758023601,0.048150313529052004,0.951849686470947,1.12148457134671,22.169839807466246,66.43266764859115,9.397417605991413,152.58296503324945,952.917111683069,2021-02-01T02:45:20Z,2021-02-01T02:31:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.444020837836227,,0.0,2021-02-01T02:46:20Z,2021-02-01T02:32:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.49062406968104,,0.0,2021-02-01T02:47:20Z,2021-02-01T02:32:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.537227301525855,,0.0,2021-02-01T02:48:20Z,2021-02-01T02:33:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.583830533370667,,0.0,2021-02-01T02:49:20Z,2021-02-01T02:33:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.630433765215482,,0.0,2021-02-01T02:50:20Z,2021-02-01T02:34:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.677036997060295,,0.0,2021-02-01T02:51:20Z,2021-02-01T02:34:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.72364022890511,,0.0,2021-02-01T02:52:20Z,2021-02-01T02:35:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.770243460749922,,0.0,2021-02-01T02:53:20Z,2021-02-01T02:35:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.816846692594737,,0.0,2021-02-01T02:54:20Z,2021-02-01T02:36:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.86344992443955,,0.0,2021-02-01T02:55:20Z,2021-02-01T02:36:50Z,4,3
4,0,0,0.0,,,,,,0.0,9.910053156284365,,0.0,2021-02-01T02:56:20Z,2021-02-01T02:37:20Z,4,3
4,0,0,0.0,,,,,,0.0,9.95665638812918,,0.0,2021-02-01T02:57:20Z,2021-02-01T02:37:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.003259619973992,,0.0,2021-02-01T02:58:20Z,2021-02-01T02:38:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.049862851818807,,0.0,2021-02-01T02:59:20Z,2021-02-01T02:38:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.09646608366362,,0.0,2021-02-01T03:00:20Z,2021-02-01T02:39:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.143069315508434,,0.0,2021-02-01T03:01:20Z,2021-02-01T02:39:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.189672547353247,,0.0,2021-02-01T03:02:20Z,2021-02-01T02:40:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.236275779198062,,0.0,2021-02-01T03:03:20Z,2021-02-01T02:40:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.282879011042874,,0.0,2021-02-01T03:04:20Z,2021-02-01T02:41:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.32948224288769,,0.0,2021-02-01T03:05:20Z,2021-02-01T02:41:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.376085474732502,,0.0,2021-02-01T03:06:20Z,2021-02-01T02:42:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.422688706577317,,0.0,2021-02-01T03:07:20Z,2021-02-01T02:42:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.469291938422131,,0.0,2021-02-01T03:08:20Z,2021-02-01T02:43:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.515895170266944,,0.0,2021-02-01T03:09:20Z,2021-02-01T02:43:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.562498402111759,,0.0,2021-02-01T03:10:20Z,2021-02-01T02:44:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.609101633956572,,0.0,2021-02-01T03:11:20Z,2021-02-01T02:44:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.655704865801386,,0.0,2021-02-01T03:12:20Z,2021-02-01T02:45:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.702308097646199,,0.0,2021-02-01T03:13:20Z,2021-02-01T02:45:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.748911329491014,,0.0,2021-02-01T03:14:20Z,2021-02-01T02:46:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.795514561335827,,0.0,2021-02-01T03:15:20Z,2021-02-01T02:46:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.842117793180641,,0.0,2021-02-01T03:16:20Z,2021-02-01T02:47:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.888721025025454,,0.0,2021-02-01T03:17:20Z,2021-02-01T02:47:50Z,4,3
4,0,0,0.0,,,,,,0.0,10.935324256870269,,0.0,2021-02-01T03:18:20Z,2021-02-01T02:48:20Z,4,3
4,0,0,0.0,,,,,,0.0,10.981927488715083,,0.0,2021-02-01T03:19:20Z,2021-02-01T02:48:50Z,4,3
