stressScores,stepCount,recoveryLabel,nn_interval,hf_lf,hfnu,lfnu,hf,lf,processedHr,RMSSD,SDNN,win_RR,commonTime,sleepTime,sleepQuality,activityLevel
3,0,0,675.2520013386896,0.6831866751211111,0.405888832902003,0.594111167097996,271.8112752061604,397.8579868496047,89.18514203410066,7.442195684083311,42.16400825005456,675.2520013386896,2020-12-24T17:39:32Z,2020-12-24T17:39:32Z,3,3
2,0,0,682.8300777737448,0.7312872058280001,0.42239508463199005,0.5776049153680091,248.5070561359295,339.82141921183654,88.21065179148042,6.228058005205207,41.7991741832724,682.8300777737448,2020-12-24T17:40:32Z,2020-12-24T17:40:02Z,3,3
3,1,0,705.0323140866424,0.309995947425868,0.23663885986442001,0.7633611401355791,285.67362056651314,921.5398554035229,85.48503435431608,7.275774415174964,46.51571358035573,705.0323140866424,2020-12-24T17:41:32Z,2020-12-24T17:40:32Z,3,1
3,0,0,721.1335291798391,0.272264621799482,0.21399999428923303,0.7860000057107661,242.19179105389708,889.545580520801,83.71318816509637,7.861465828163459,55.52990133986802,721.1335291798391,2020-12-24T17:42:32Z,2020-12-24T17:41:02Z,3,3
2,0,0,738.3971046302536,0.43332177994901205,0.302319957744887,0.697680042255112,198.20885986620388,457.41725673130594,81.84494536501248,8.89717304912554,60.91586774204206,738.3971046302536,2020-12-24T17:43:32Z,2020-12-24T17:41:32Z,1,3
2,0,0,769.8937894723175,0.30263031083755004,0.232322484990364,0.7676775150096361,198.96399835382107,657.449010322775,78.4335833024533,9.748963986422751,60.00011701263221,769.8937894723175,2020-12-24T17:44:32Z,2020-12-24T17:42:02Z,1,3
2,0,0,788.9574044743048,0.544253738976304,0.35243802572049704,0.647561974279502,335.77078531141547,616.9379487276871,76.3328625282855,10.679600034422878,47.77755088884252,788.9574044743048,2020-12-24T17:45:32Z,2020-12-24T17:42:32Z,1,3
1,0,0,793.3512113547803,1.153757349901068,0.5356951422378501,0.464304857762149,465.8589436146187,403.7754937418729,75.91344664782504,10.708947541628374,47.896317110290624,793.3512113547803,2020-12-24T17:46:32Z,2020-12-24T17:43:02Z,1,3
0,0,0,795.1838491101154,1.44123721667229,0.5903716389498911,0.409628361050108,568.8095034551544,394.66750988327465,75.74649647569154,11.195049467756467,48.4668622811006,795.1838491101154,2020-12-24T17:47:32Z,2020-12-24T17:43:32Z,1,3
1,0,0,796.3826246280723,1.094220024803814,0.5224952544832631,0.47750474551673605,627.9255384995956,573.8567420315469,75.62199709420594,11.552328125254785,48.02766332410624,796.3826246280723,2020-12-24T17:48:32Z,2020-12-24T17:44:02Z,1,3
2,0,0,776.4041256379058,0.5702454100687131,0.36315687115669304,0.6368431288433061,548.4071852125348,961.7038130064972,77.57980250726902,11.227365318757437,48.18274508762583,776.4041256379058,2020-12-24T17:49:32Z,2020-12-24T17:44:32Z,1,3
2,0,0,774.461138022057,0.49830202121024203,0.332577820864008,0.667422179135991,559.4091382765428,1122.630682729096,77.79662372654913,11.447789975571714,49.84870611222566,774.461138022057,2020-12-24T17:50:32Z,2020-12-24T17:45:02Z,1,3
2,0,0,771.7067869122268,0.7437337821209401,0.42651796377788803,0.57348203622211,523.6804334387133,704.1234996013077,78.08057472118674,11.534659025877197,50.343792504029494,771.7067869122268,2020-12-24T17:51:32Z,2020-12-24T17:45:32Z,1,3
2,0,0,769.8339930573686,0.6859352328535231,0.406857404416744,0.593142595583255,529.4943958008993,771.9305999171042,78.26662299546581,11.318945047838573,50.06378492734837,769.8339930573686,2020-12-24T17:52:32Z,2020-12-24T17:46:02Z,1,3
2,0,0,758.8882492288437,0.735049337772228,0.423647513514525,0.576352486485474,594.0110968438415,808.1241167350177,79.41502956205876,10.845859317685058,50.57233663216333,758.8882492288437,2020-12-24T17:53:32Z,2020-12-24T17:46:32Z,1,3
2,0,0,763.6491919231156,0.5289937439113941,0.345975087221841,0.654024912778158,492.7981003066111,931.5764240666592,79.1296847787101,12.286778053859013,62.73351897277852,763.6491919231156,2020-12-24T17:54:32Z,2020-12-24T17:47:02Z,1,3
3,0,0,761.1969997067933,0.21837702461195002,0.179236000187629,0.82076399981237,486.9467135054801,2229.844070688156,79.33058655551476,12.013332249377644,59.32079596349263,761.1969997067933,2020-12-24T17:55:32Z,2020-12-24T17:47:32Z,3,3
3,0,0,755.0052699726717,0.27294334186061203,0.21441908126222,0.785580918737779,697.2600488219908,2554.596291189507,79.94878047642315,11.360404948560673,57.32330894463947,755.0052699726717,2020-12-24T17:56:32Z,2020-12-24T17:48:02Z,3,3
2,0,0,745.2413621043889,0.802608216295389,0.44524828470207506,0.554751715297924,585.6541719929406,729.6887324380416,80.966736819756,11.082311407820207,55.25685136756883,745.2413621043889,2020-12-24T17:57:32Z,2020-12-24T17:48:32Z,1,3
0,0,0,744.4448390540842,1.900902261025793,0.655279664732176,0.34472033526782303,423.0647977625718,222.5599950279775,81.02100090001409,10.741109620697769,53.42232794524382,744.4448390540842,2020-12-24T17:58:32Z,2020-12-24T17:49:02Z,1,3
1,0,0,736.7780013086162,1.1271864727653371,0.5298954685904881,0.47010453140951103,393.05617422071634,348.70554581481804,81.62780297873165,8.725848852730701,36.01384391778547,736.7780013086162,2020-12-24T17:59:32Z,2020-12-24T17:49:32Z,3,3
1,0,0,725.7376267872579,1.165788792612145,0.538274459905249,0.46172554009475003,348.0109029272912,298.51968481144365,82.87405793621453,8.171295965016979,35.79300911992049,725.7376267872579,2020-12-24T18:00:32Z,2020-12-24T17:50:02Z,3,3
1,0,0,727.712635096075,1.258731117834993,0.5572735541189571,0.44272644588104204,253.67465550308228,201.5320443808527,82.73057736018504,9.154278689583855,42.81435887295634,727.712635096075,2020-12-24T18:01:32Z,2020-12-24T17:50:32Z,3,3
